timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-30T11:35:12,supervision,f5badfa4-fbd6-4c5c-ba6a-bff10859ee52,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.8855676999999105,1.9270122431762963e-06,2.798625076587834e-07,4.5082849756500005,0.0,10.0,6.042477765017746e-06,0.0,1.3551334444445553e-05,1.9593812209463297e-05,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.8,16,AMD Ryzen 7 7735HS with Radeon Graphics,0,,-39.0159,-4.9702,5.691925048828125,machine,20.0,0,93.16,5.3021995544433596,N,1.0,0.0
