arquivo,escopo,nome,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,start_frame,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,frame_id,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,kalman_filter,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,mean,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,covariance,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,score,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,tracklet_len,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,minimum_consecutive_frames,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,internal_track_id,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,external_track_id,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,predict,2,6,4,8,8,12,17.5098,36.0,1.3333,48.0,2.6667,0.012
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,multi_predict,3,7,4,8,10,12,24.4064,39.8631,1.7143,68.3368,3.7965,0.0133
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,activate,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,re_activate,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,update,3,9,6,12,12,18,33.2842,64.5293,2.0,129.0587,7.1699,0.0215
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,tlwh,4,8,4,8,12,12,32.0,43.0196,2.0,86.0391,4.78,0.0143
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,tlbr,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,tlwh_to_xyah,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,to_xyah,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,tlbr_to_tlwh,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,tlwh_to_tlbr,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/tracker/byte_tracker/single_object_track.py,funcao,__repr__,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/utils.py,funcao,__init__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/tracker/byte_tracker/utils.py,funcao,reset,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/tracker/byte_tracker/utils.py,funcao,new_id,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/tracker/byte_tracker/utils.py,funcao,NO_ID,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
src/supervision/utils/conversion.py,funcao,ensure_cv2_image_for_class_method,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/conversion.py,funcao,ensure_cv2_image_for_annotation,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/conversion.py,funcao,ensure_cv2_image_for_standalone_function,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/conversion.py,funcao,ensure_pil_image_for_class_method,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/conversion.py,funcao,ensure_pil_image_for_annotation,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/conversion.py,funcao,ensure_cv2_image_for_processing,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/conversion.py,funcao,images_to_cv2,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/conversion.py,funcao,pillow_to_cv2,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/conversion.py,funcao,cv2_to_pillow,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/file.py,funcao,default,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/file.py,funcao,list_files_with_extensions,5,8,5,9,13,14,35.6096,51.8062,2.8125,145.7048,8.0947,0.0173
src/supervision/utils/file.py,funcao,read_txt_file,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/file.py,funcao,save_text_file,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/file.py,funcao,read_json_file,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/file.py,funcao,save_json_file,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/file.py,funcao,read_yaml_file,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/file.py,funcao,save_yaml_file,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/image.py,funcao,crop_image,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/image.py,funcao,scale_image,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
src/supervision/utils/image.py,funcao,resize_image,3,8,5,10,11,15,28.7549,51.8915,1.875,97.2965,5.4054,0.0173
src/supervision/utils/image.py,funcao,letterbox_image,2,13,8,16,15,24,50.1057,93.7654,1.2308,115.4035,6.4113,0.0313
src/supervision/utils/image.py,funcao,overlay_image,9,30,25,48,39,73,175.736,385.8344,7.2,2778.0074,154.3337,0.1286
src/supervision/utils/image.py,funcao,tint_image,3,4,4,6,7,10,12.7549,28.0735,2.25,63.1655,3.5092,0.0094
src/supervision/utils/image.py,funcao,grayscale_image,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/image.py,funcao,get_image_resolution_wh,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
src/supervision/utils/image.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/image.py,funcao,__enter__,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/image.py,funcao,save_image,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
src/supervision/utils/image.py,funcao,__exit__,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/image.py,funcao,create_tiles,5,12,7,14,17,21,54.6292,85.8367,2.9167,250.3571,13.9087,0.0286
src/supervision/utils/image.py,funcao,_negotiate_tiles_format,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
src/supervision/utils/image.py,funcao,_calculate_aggregated_images_shape,0,0,0,0,0,0,0,0,0,0,0,0
src/supervision/utils/image.py,funcao,_aggregate_images_shape,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
