timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-25T14:37:10,supervision,e3fdd41c-7332-4157-a072-a44a4fdf0f64,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.552282600000126,4.4246307305294404e-07,2.850402839359972e-07,5.4000003888000006,0.0,10.0,1.5778181636030325e-06,0.0,2.9211352777780225e-06,4.498953441381054e-06,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.14.0,3.2.8,16,AMD Ryzen 7 7735HS with Radeon Graphics,0,,-39.0159,-4.9702,5.691925048828125,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-06-25T19:20:45,supervision,4195d116-a599-4945-bf30-7846b68ef8d4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,88.10822499999995,1.9512963025056644e-05,2.2146585094702176e-07,5.511116914810715,0.0,10.0,7.057550971867822e-05,0.0,0.00012783180944446338,0.0001984073191631415,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.8,16,AMD Ryzen 7 7735HS with Radeon Graphics,0,,-39.0159,-4.9702,5.691925048828125,machine,1.0325301204819277,0,88.94939759036144,5.062971138092409,N,1.0,0.0
