arquivo,tipo,classe,nome,rank_cc,complexity,linha_ini,linha_fim
src/supervision/metrics/detection.py,method,ConfusionMatrix,__eq__,A,5,225,232
src/supervision/metrics/detection.py,method,MeanAveragePrecision,_average_precisions_per_class,A,5,1067,1120
src/supervision/metrics/f1_score.py,method,F1Score,_compute_f1_for_classes,A,5,259,312
src/supervision/metrics/f1_score.py,method,F1ScoreResult,plot,A,5,660,722
src/supervision/metrics/mean_average_precision.py,method,MeanAveragePrecisionResult,plot,A,5,180,246
src/supervision/metrics/mean_average_recall.py,method,MeanAverageRecallResult,plot,A,5,185,256
src/supervision/metrics/precision.py,method,Precision,_compute_precision_for_classes,A,5,262,317
src/supervision/metrics/precision.py,method,PrecisionResult,plot,A,5,673,735
src/supervision/metrics/recall.py,method,RecallResult,plot,A,5,627,689
src/supervision/tracker/byte_tracker/single_object_track.py,method,STrack,predict,A,5,51,59
src/supervision/utils/file.py,function,,read_txt_file,A,5,92,126
src/supervision/utils/image.py,function,,_draw_texts,A,5,816,857
src/supervision/annotators/core.py,method,OrientedBoxAnnotator,annotate,B,6,301,361
src/supervision/annotators/core.py,method,PolygonAnnotator,annotate,B,6,539,603
src/supervision/annotators/core.py,method,HaloAnnotator,annotate,B,6,730,797
src/supervision/annotators/core.py,method,DotAnnotator,annotate,B,6,1122,1194
src/supervision/annotators/core.py,method,LabelAnnotator,_draw_labels,B,6,1387,1467
src/supervision/annotators/core.py,method,BlurAnnotator,annotate,B,6,1914,1971
src/supervision/annotators/core.py,method,HeatMapAnnotator,annotate,B,6,2155,2228
src/supervision/annotators/core.py,method,TriangleAnnotator,annotate,B,6,2364,2444
src/supervision/annotators/core.py,method,RoundBoxAnnotator,annotate,B,6,2480,2580
src/supervision/annotators/core.py,method,PercentageBarAnnotator,annotate,B,6,2624,2719
src/supervision/annotators/core.py,method,CropAnnotator,annotate,B,6,2823,2901
src/supervision/annotators/core.py,method,BackgroundOverlayAnnotator,annotate,B,6,2978,3029
src/supervision/annotators/core.py,method,ComparisonAnnotator,annotate,B,6,3081,3158
src/supervision/assets/downloader.py,function,,download_assets,B,6,41,95
src/supervision/dataset/core.py,method,DetectionDataset,split,B,6,157,228
src/supervision/dataset/core.py,method,ClassificationDataset,split,B,6,824,895
src/supervision/dataset/formats/pascal_voc.py,function,,detections_to_pascal_voc,B,6,84,178
src/supervision/detection/core.py,method,Detections,__iter__,B,6,180,203
src/supervision/detection/core.py,method,Detections,from_transformers,B,6,492,567
src/supervision/detection/line_zone.py,method,LineZone,_update_class_id_to_name,B,6,307,327
src/supervision/detection/vlm.py,function,,from_paligemma,B,6,215,257
src/supervision/detection/vlm.py,function,,recover_truncated_qwen_2_5_vl_response,B,6,260,302
src/supervision/detection/tools/csv_sink.py,method,CSVSink,append,B,6,196,230
src/supervision/detection/utils/converters.py,function,,_base48_decode,B,6,332,379
src/supervision/detection/utils/iou_and_nms.py,function,,box_iou_batch_with_jaccard,B,6,304,360
src/supervision/detection/utils/vlms.py,function,,edit_distance,B,6,4,62
src/supervision/key_points/core.py,method,KeyPoints,from_yolo_nas,B,6,637,691
src/supervision/key_points/core.py,method,KeyPoints,as_detections,B,6,1224,1294
src/supervision/metrics/f1_score.py,method,F1ScoreResult,__str__,B,6,562,628
src/supervision/metrics/mean_average_precision.py,method,COCOEvaluator,_prepare_targets_and_predictions,B,6,625,657
src/supervision/metrics/mean_average_precision.py,method,COCOEvaluator,evaluate,B,6,1192,1223
src/supervision/metrics/mean_average_recall.py,method,MeanAverageRecallResult,__str__,B,6,85,152
src/supervision/metrics/precision.py,method,PrecisionResult,__str__,B,6,571,641
src/supervision/metrics/recall.py,method,RecallResult,__str__,B,6,527,595
src/supervision/metrics/utils/object_size.py,function,,get_detection_size_category,B,6,214,241
src/supervision/tracker/byte_tracker/core.py,method,ByteTrack,update_with_detections,B,6,83,155
src/supervision/tracker/byte_tracker/single_object_track.py,method,STrack,update,B,6,113,137
src/supervision/utils/image.py,function,,overlay_image,B,6,283,352
src/supervision/annotators/core.py,method,BoxCornerAnnotator,annotate,B,7,926,991
src/supervision/annotators/core.py,method,IconAnnotator,annotate,B,7,1812,1881
src/supervision/annotators/core.py,method,PercentageBarAnnotator,_validate_custom_values,B,7,2751,2775
src/supervision/annotators/core.py,method,ComparisonAnnotator,_use_obb,B,7,3161,3168
src/supervision/annotators/core.py,method,ComparisonAnnotator,_use_mask,B,7,3172,3179
src/supervision/detection/compact_mask.py,function,,_rle_join_cols,B,7,193,246
src/supervision/detection/compact_mask.py,method,CompactMask,merge,B,7,924,982
src/supervision/detection/core.py,method,Detections,from_easyocr,B,7,1961,2002
src/supervision/detection/core.py,method,Detections,with_nms,B,7,2463,2538
src/supervision/detection/tools/inference_slicer.py,method,InferenceSlicer,_normalize_slice_wh,B,7,338,359
src/supervision/detection/tools/inference_slicer.py,method,InferenceSlicer,_normalize_overlap_wh,B,7,363,385
src/supervision/detection/utils/iou_and_nms.py,function,,mask_non_max_merge,B,7,1030,1102
src/supervision/detection/utils/iou_and_nms.py,function,,_non_max_merge_per_category,B,7,1136,1166
src/supervision/detection/utils/polygons.py,function,,approximate_polygon,B,7,44,116
src/supervision/key_points/annotators.py,method,VertexLabelAnnotator,_resolve_labels,B,7,930,957
src/supervision/key_points/core.py,method,KeyPoints,from_inference,B,7,388,468
src/supervision/key_points/core.py,method,KeyPoints,with_nms,B,7,1136,1222
src/supervision/metrics/detection.py,method,MeanAveragePrecision,from_tensors,B,7,887,980
src/supervision/metrics/f1_score.py,method,F1Score,_detections_content,B,7,434,450
src/supervision/metrics/f1_score.py,method,F1ScoreResult,to_pandas,B,7,630,658
src/supervision/metrics/mean_average_precision.py,method,MeanAveragePrecisionResult,to_pandas,B,7,145,177
src/supervision/metrics/mean_average_recall.py,method,MeanAverageRecallResult,to_pandas,B,7,154,183
src/supervision/metrics/mean_average_recall.py,method,MeanAverageRecall,_detections_content,B,7,629,645
src/supervision/metrics/precision.py,method,Precision,_detections_content,B,7,440,456
src/supervision/metrics/precision.py,method,PrecisionResult,to_pandas,B,7,643,671
src/supervision/metrics/recall.py,method,Recall,_detections_content,B,7,396,412
src/supervision/metrics/recall.py,method,RecallResult,to_pandas,B,7,597,625
src/supervision/tracker/byte_tracker/core.py,function,,remove_duplicate_tracks,B,7,383,405
src/supervision/tracker/byte_tracker/single_object_track.py,method,STrack,multi_predict,B,7,63,80
src/supervision/utils/video.py,function,,_mux_audio,B,7,140,204
src/supervision/utils/video.py,function,,get_video_frames_generator,B,7,231,280
src/supervision/validators/__init__.py,function,,_validate_keypoint_confidence,B,7,129,147
src/supervision/validators/__init__.py,function,,_validate_visible,B,7,236,255
src/supervision/validators/__init__.py,function,,_validate_resolution,B,7,334,354
src/supervision/annotators/core.py,function,,_paint_masks_by_area,B,8,365,420
src/supervision/dataset/core.py,method,DetectionDataset,__eq__,B,8,135,155
src/supervision/dataset/core.py,method,DetectionDataset,as_yolo,B,8,504,575
src/supervision/dataset/core.py,method,ClassificationDataset,__eq__,B,8,802,822
src/supervision/dataset/formats/coco.py,function,,coco_annotations_to_masks,B,8,96,142
src/supervision/dataset/formats/coco.py,function,,load_coco_annotations,B,8,396,500
src/supervision/detection/core.py,method,Detections,merge,B,8,2111,2214
src/supervision/detection/core.py,method,Detections,__getitem__,B,8,2282,2328
src/supervision/detection/tools/smoother.py,method,DetectionsSmoother,update_with_detections,B,8,100,131
src/supervision/detection/tools/smoother.py,method,DetectionsSmoother,get_smoothed_detections,B,8,166,184
src/supervision/draw/color.py,method,Color,from_hex,B,8,106,146
src/supervision/key_points/annotators.py,method,VertexAnnotator,annotate,B,8,51,108
src/supervision/metrics/mean_average_precision.py,method,EvaluationDataset,get_image_ids,B,8,414,443
src/supervision/metrics/mean_average_precision.py,function,,_summarize,B,8,1102,1143
src/supervision/tracker/byte_tracker/matching.py,function,,iou_distance,B,8,44,62
src/supervision/utils/image.py,function,,_establish_grid_size,B,8,739,753
src/supervision/utils/internal.py,function,,get_instance_variables,B,8,169,208
src/supervision/validators/__init__.py,function,,_validate_mask,B,8,37,62
src/supervision/annotators/utils.py,function,,resolve_color_idx,B,9,40,77
src/supervision/dataset/formats/coco.py,function,,coco_annotations_to_detections,B,9,145,213
src/supervision/dataset/formats/yolo.py,function,,load_yolo_annotations,B,9,187,271
src/supervision/detection/compact_mask.py,function,,_rle_resize,B,9,249,330
src/supervision/detection/compact_mask.py,method,CompactMask,__getitem__,B,9,795,861
src/supervision/detection/compact_mask.py,method,CompactMask,with_offset,B,9,1067,1185
src/supervision/detection/compact_mask.py,method,CompactMask,resize,B,9,1192,1306
src/supervision/detection/core.py,method,Detections,with_nmm,B,9,2540,2632
src/supervision/detection/vlm.py,function,,_validate_vlm_parameters,B,9,163,203
src/supervision/detection/vlm.py,function,,from_deepseek_vl_2,B,9,424,492
src/supervision/detection/vlm.py,function,,from_moondream,B,9,855,916
src/supervision/detection/tools/csv_sink.py,method,CSVSink,parse_detection_data,B,9,145,194
src/supervision/detection/tools/smoother.py,method,DetectionsSmoother,get_track,B,9,133,164
src/supervision/detection/utils/polygons.py,function,,filter_polygons_by_area,B,9,8,40
src/supervision/draw/utils.py,function,,draw_image,B,9,301,368
src/supervision/key_points/annotators.py,method,VertexEllipseHaloAnnotator,annotate,B,9,606,697
src/supervision/metrics/detection.py,function,,_validate_input_tensors,B,9,146,183
src/supervision/metrics/f1_score.py,method,F1Score,_filter_detections_by_size,B,9,464,488
src/supervision/metrics/mean_average_precision.py,method,COCOEvaluator,_compute_iou,B,9,659,698
src/supervision/metrics/mean_average_precision.py,method,MeanAveragePrecision,update,B,9,1295,1335
src/supervision/metrics/mean_average_recall.py,method,MeanAverageRecall,_filter_detections_by_size,B,9,662,686
src/supervision/metrics/precision.py,method,Precision,_filter_detections_by_size,B,9,473,497
src/supervision/metrics/recall.py,method,Recall,_filter_detections_by_size,B,9,431,455
src/supervision/utils/image.py,function,,create_tiles,B,9,565,703
src/supervision/utils/notebook.py,function,,plot_images_grid,B,9,50,117
src/supervision/utils/video.py,function,,_validate_and_setup_video,B,9,207,228
src/supervision/validators/__init__.py,function,,_validate_data,B,9,191,204
src/supervision/annotators/core.py,method,TraceAnnotator,annotate,B,10,2017,2116
src/supervision/annotators/core.py,method,PixelateAnnotator,annotate,B,10,2250,2322
src/supervision/annotators/utils.py,function,,wrap_text,B,10,159,202
src/supervision/detection/core.py,method,Detections,from_azure_analyze_image,B,10,843,926
src/supervision/detection/tools/json_sink.py,method,JSONSink,parse_detection_data,B,10,148,198
src/supervision/detection/utils/iou_and_nms.py,function,,compact_mask_iou_batch,B,10,569,669
src/supervision/key_points/annotators.py,method,_BaseVertexEllipseAnnotator,_iter_ellipse_params,B,10,330,367
src/supervision/key_points/core.py,function,,_normalize_row_index,B,10,51,71
src/supervision/metrics/detection.py,function,,detections_to_tensor,B,10,29,143
src/supervision/metrics/mean_average_precision.py,method,EvaluationDataset,create_class_members,B,10,284,312
src/supervision/annotators/core.py,method,PercentageBarAnnotator,calculate_border_coordinates,C,11,2722,2748
src/supervision/annotators/core.py,method,CropAnnotator,calculate_crop_coordinates,C,11,2904,2942
src/supervision/annotators/utils.py,function,,resolve_text_background_xyxy,C,11,80,129
src/supervision/dataset/formats/yolo.py,function,,yolo_annotations_to_detections,C,11,138,184
src/supervision/detection/core.py,method,Detections,from_ultralytics,C,11,254,333
src/supervision/detection/core.py,function,,stack_or_none,C,11,2182,2195
src/supervision/detection/line_zone.py,method,LineZone,trigger,C,11,145,214
src/supervision/key_points/annotators.py,method,_BaseVertexEllipseAnnotator,__init__,C,11,268,296
src/supervision/metrics/mean_average_precision.py,method,MeanAveragePrecision,_prepare_predictions,C,11,1399,1448
src/supervision/metrics/mean_average_recall.py,method,MeanAverageRecall,_compute,C,11,381,468
src/supervision/metrics/recall.py,method,Recall,_compute,C,11,155,236
src/supervision/dataset/formats/pascal_voc.py,function,,detections_from_xml_obj,C,12,235,332
src/supervision/detection/compact_mask.py,function,,_rle_split_cols,C,12,49,125
src/supervision/detection/core.py,function,,merge_inner_detection_object_pair,C,12,2767,2855
src/supervision/detection/core.py,method,Detections,get_anchors_coordinates,C,12,2217,2280
src/supervision/detection/line_zone.py,method,LineZoneAnnotatorMulticlass,annotate,C,12,769,873
src/supervision/detection/tools/inference_slicer.py,method,InferenceSlicer,_run_callback,C,12,275,335
src/supervision/detection/utils/iou_and_nms.py,function,,oriented_box_non_max_suppression,C,12,1238,1330
src/supervision/detection/utils/iou_and_nms.py,function,,oriented_box_non_max_merge,C,12,1358,1453
src/supervision/detection/utils/masks.py,function,,filter_segments_by_distance,C,12,291,426
src/supervision/key_points/core.py,method,KeyPoints,from_mediapipe,C,12,472,594
src/supervision/utils/file.py,function,,list_files_with_extensions,C,12,22,89
src/supervision/dataset/core.py,method,DetectionDataset,merge,C,13,231,327
src/supervision/dataset/formats/yolo.py,function,,detections_to_yolo_annotations,C,13,296,419
src/supervision/detection/vlm.py,function,,from_google_gemini_2_0,C,13,591,675
src/supervision/detection/utils/internal.py,function,,get_data_item,C,13,356,393
src/supervision/key_points/annotators.py,method,VertexLabelAnnotator,annotate,C,13,740,905
src/supervision/dataset/formats/yolo.py,function,,_extract_class_names,C,14,70,129
src/supervision/detection/utils/internal.py,function,,merge_metadata,C,14,302,353
src/supervision/detection/utils/iou_and_nms.py,function,,mask_iou_batch,C,14,736,829
src/supervision/metrics/mean_average_precision.py,method,EvaluationDataset,get_category_ids,C,14,368,412
src/supervision/metrics/mean_average_precision.py,method,EvaluationDataset,load_predictions,C,14,459,523
src/supervision/dataset/formats/coco.py,function,,detections_to_coco_annotations,C,15,217,354
src/supervision/detection/core.py,function,,_merge_detection_group,C,15,2678,2762
src/supervision/detection/vlm.py,function,,from_florence_2,C,15,495,588
src/supervision/key_points/core.py,method,KeyPoints,_get_by_2d_bool_mask,C,15,830,922
src/supervision/metrics/detection.py,method,ConfusionMatrix,plot,C,15,660,747
src/supervision/metrics/f1_score.py,method,F1Score,_compute,C,15,152,256
src/supervision/metrics/precision.py,method,Precision,_compute,C,15,155,259
src/supervision/detection/vlm.py,function,,from_qwen_2_5_vl,C,16,305,394
src/supervision/key_points/annotators.py,method,EdgeAnnotator,annotate,C,16,141,258
src/supervision/utils/video.py,function,,process_video,C,16,283,456
src/supervision/detection/core.py,method,Detections,from_sam3,C,17,718,839
src/supervision/detection/tools/inference_slicer.py,method,InferenceSlicer,__call__,C,17,178,273
src/supervision/metrics/mean_average_precision.py,method,EvaluationDataset,get_annotation_ids,C,17,314,366
src/supervision/metrics/mean_average_precision.py,method,MeanAveragePrecision,_prepare_targets,C,17,1337,1396
src/supervision/detection/utils/internal.py,function,,merge_data,C,18,241,299
src/supervision/detection/core.py,method,Detections,from_vlm,C,20,1461,1958
src/supervision/detection/utils/iou_and_nms.py,function,,oriented_box_iou_batch,C,20,426,566
src/supervision/detection/utils/internal.py,function,,process_roboflow_result,D,22,54,198
src/supervision/metrics/detection.py,method,ConfusionMatrix,evaluate_detection_batch,D,22,414,574
src/supervision/tracker/byte_tracker/core.py,method,ByteTrack,update_with_tensors,D,26,173,334
src/supervision/metrics/mean_average_precision.py,method,COCOEvaluator,_evaluate_image,D,28,700,822
src/supervision/metrics/mean_average_precision.py,method,COCOEvaluator,_accumulate,D,29,825,1094
src/supervision/detection/vlm.py,function,,from_google_gemini_2_5,E,33,678,851
src/supervision/key_points/core.py,method,KeyPoints,__getitem__,E,39,925,1059
