arquivo,escopo,nome,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
src/supervision/utils/file.py,arquivo,,6,10,6,11,16,17,48.7291,68.0,3.3,224.4,12.4667,0.0227
src/supervision/utils/internal.py,arquivo,,6,15,9,15,21,24,74.1131,105.4156,3.0,316.2469,17.5693,0.0351
src/supervision/detection/tools/json_sink.py,arquivo,,5,15,9,17,20,26,70.213,112.3701,2.8333,318.382,17.6879,0.0375
src/supervision/utils/notebook.py,arquivo,,6,15,8,16,21,24,74.1131,105.4156,3.2,337.33,18.7406,0.0351
src/supervision/detection/tools/transformers.py,arquivo,,4,15,10,20,19,30,66.6034,127.4378,2.6667,339.8342,18.8797,0.0425
src/supervision/classification/core.py,arquivo,,7,22,13,22,29,35,117.759,170.0293,3.5,595.1027,33.0613,0.0567
src/supervision/detection/tools/smoother.py,arquivo,,6,19,12,24,25,36,96.2204,167.1788,3.7895,633.5197,35.1955,0.0557
src/supervision/dataset/utils.py,arquivo,,8,21,11,22,29,33,116.2387,160.3134,4.1905,671.7894,37.3216,0.0534
src/supervision/detection/tools/csv_sink.py,arquivo,,7,23,15,27,30,42,123.6934,206.0894,4.1087,846.7586,47.0421,0.0687
src/supervision/detection/utils/vlms.py,arquivo,,7,20,16,31,27,47,106.09,223.4797,5.425,1212.3774,67.3543,0.0745
src/supervision/detection/tools/polygon_zone.py,arquivo,,8,23,16,31,31,47,128.0419,232.8472,5.3913,1255.3503,69.7417,0.0776
src/supervision/tracker/byte_tracker/matching.py,arquivo,,9,30,17,34,39,51,175.736,269.5555,5.1,1374.7331,76.3741,0.0899
src/supervision/dataset/formats/pascal_voc.py,arquivo,,8,33,20,38,41,58,190.465,310.738,4.6061,1431.2781,79.5155,0.1036
src/supervision/geometry/core.py,arquivo,,5,40,28,56,45,84,224.4868,461.3157,3.5,1614.6048,89.7003,0.1538
src/supervision/tracker/byte_tracker/kalman_filter.py,arquivo,,4,58,41,82,62,123,347.7629,732.3661,2.8276,2070.8284,115.046,0.2441
src/supervision/detection/utils/polygons.py,arquivo,,10,26,20,40,36,60,155.4307,310.1955,7.6923,2386.1192,132.5622,0.1034
src/supervision/tracker/byte_tracker/single_object_track.py,arquivo,,10,53,32,64,63,96,336.7991,573.8189,6.0377,3464.5668,192.4759,0.1913
src/supervision/dataset/core.py,arquivo,,9,65,43,81,74,124,419.9832,769.9722,5.6077,4317.7673,239.876,0.2567
src/supervision/dataset/formats/coco.py,arquivo,,15,49,30,56,64,86,333.7241,516.0,8.5714,4422.8571,245.7143,0.172
src/supervision/tracker/byte_tracker/core.py,arquivo,,12,44,33,62,56,95,283.2345,551.6987,8.4545,4664.3619,259.1312,0.1839
src/supervision/utils/video.py,arquivo,,13,54,42,74,67,116,358.8696,703.6663,8.9074,6267.8428,348.2135,0.2346
src/supervision/dataset/formats/yolo.py,arquivo,,14,71,48,87,85,135,489.935,865.2678,8.5775,7421.8039,412.3224,0.2884
src/supervision/validators/__init__.py,arquivo,,11,113,65,122,124,187,808.734,1300.4347,5.9381,7722.0504,429.0028,0.4335
src/supervision/metrics/utils/object_size.py,arquivo,,12,77,53,106,89,159,525.5621,1029.6416,8.2597,8504.5723,472.4762,0.3432
src/supervision/detection/utils/boxes.py,arquivo,,12,77,60,105,89,165,525.5621,1068.496,8.1818,8742.2401,485.68,0.3562
src/supervision/draw/color.py,arquivo,,13,78,60,110,91,170,538.3671,1106.3251,9.1667,10141.3133,563.4063,0.3688
src/supervision/detection/utils/masks.py,arquivo,,14,87,61,117,101,178,613.8391,1185.1616,9.4138,11156.8665,619.8259,0.3951
src/supervision/detection/utils/internal.py,arquivo,,15,96,65,121,111,186,690.7598,1263.7614,9.4531,11946.494,663.6941,0.4213
src/supervision/draw/utils.py,arquivo,,13,57,57,109,70,166,380.5804,1017.461,12.4298,12646.8615,702.6034,0.3392
src/supervision/detection/tools/inference_slicer.py,arquivo,,15,99,66,127,114,193,714.9097,1318.7478,9.6212,12687.9521,704.8862,0.4396
src/supervision/detection/utils/converters.py,arquivo,,17,116,77,148,133,225,865.0127,1587.4385,10.8448,17215.4974,956.4165,0.5291
src/supervision/metrics/recall.py,arquivo,,15,118,85,163,133,248,870.7552,1749.71,10.3602,18127.2926,1007.0718,0.5832
src/supervision/metrics/mean_average_recall.py,arquivo,,16,117,85,163,133,248,867.8327,1749.71,11.1453,19501.0419,1083.3912,0.5832
src/supervision/utils/image.py,arquivo,,16,130,93,177,146,270,976.9078,1941.2526,10.8923,21144.721,1174.7067,0.6471
src/supervision/metrics/precision.py,arquivo,,16,127,92,177,143,269,951.563,1926.0054,11.1496,21474.2018,1193.0112,0.642
src/supervision/metrics/f1_score.py,arquivo,,16,132,96,185,148,281,993.86,2025.8564,11.2121,22714.1475,1261.8971,0.6753
src/supervision/metrics/detection.py,arquivo,,18,137,96,180,155,276,1047.489,2008.2103,11.8248,23746.7208,1319.2623,0.6694
src/supervision/key_points/core.py,arquivo,,14,153,115,214,167,329,1163.6833,2429.2387,9.7908,23784.3111,1321.3506,0.8097
src/supervision/detection/vlm.py,arquivo,,16,149,112,207,165,319,1139.6561,2349.8568,11.1141,26116.5291,1450.9183,0.7833
src/supervision/key_points/annotators.py,arquivo,,18,121,97,180,139,277,912.2411,1971.9467,13.3884,26401.2696,1466.7372,0.6573
src/supervision/annotators/utils.py,arquivo,,18,135,110,213,153,323,1030.4288,2344.1363,14.2,33286.7351,1849.2631,0.7814
src/supervision/detection/line_zone.py,arquivo,,19,146,116,219,165,335,1130.425,2467.7179,14.25,35164.9807,1953.61,0.8226
src/supervision/detection/core.py,arquivo,,18,263,181,347,281,528,2189.2943,4294.9771,11.8745,51000.8117,2833.3784,1.4317
src/supervision/detection/compact_mask.py,arquivo,,19,207,169,324,226,493,1673.2624,3855.3482,14.8696,57327.3519,3184.8529,1.2851
src/supervision/detection/utils/iou_and_nms.py,arquivo,,20,337,218,417,357,635,2916.0944,5384.6605,12.3739,66629.1815,3701.6212,1.7949
src/supervision/metrics/mean_average_precision.py,arquivo,,21,291,224,404,312,628,2474.0374,5203.2326,14.5773,75849.1844,4213.8436,1.7344
src/supervision/annotators/core.py,arquivo,,22,382,434,825,404,1259,3374.6853,10900.6883,23.7565,258962.6857,14386.8159,3.6336
